O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,Career
8.87,8.32,4.21,5.43,4.87,7.06,4.4,3.84,4.84,7.01,Conservation Therapists
8.88,8.31,4.22,5.42,4.88,7.07,4.39,3.85,4.83,7.02,Conservation Therapists
8.86,8.33,4.2,5.44,4.86,7.05,4.41,3.83,4.85,7,Conservation Therapists
8.88,8.33,4.22,5.44,4.88,7.05,4.39,3.83,4.83,7,Conservation Therapists
8.86,8.31,4.2,5.42,4.86,7.07,4.41,3.85,4.85,7.02,Conservation Therapists
9.88,9.33,5.22,6.44,5.88,6.7,5.98,1.97,7.74,6.23,Conservation Therapists
9.89,9.32,5.23,6.43,5.89,6.69,5.99,1.96,7.75,6.22,Conservation Therapists
9.87,9.34,5.21,6.45,5.87,6.71,5.97,1.98,7.73,6.24,Conservation Therapists
9.89,9.34,5.23,6.45,5.89,6.71,5.99,1.98,7.75,6.24,Conservation Therapists
9.87,9.32,5.21,6.43,5.87,6.69,5.97,1.96,7.73,6.22,Conservation Therapists
9.59,8.48,5.26,5.93,6.82,6.27,5.85,1.35,7.34,5.98,Zoologist
9.58,8.47,5.25,5.92,6.81,6.26,5.84,1.34,7.32,5.98,Zoologist
8.58,7.47,4.25,4.92,5.81,5.56,5.14,1.25,6.53,5.27,Zoologist
8.57,7.46,4.24,4.91,5.8,5.55,5.13,1.24,6.52,5.26,Zoologist
8.58,7.47,4.25,4.92,5.81,8.03,4.59,5.03,7.2,6.2,Zoologist
8.57,7.46,4.24,4.91,5.82,8.02,4.58,5.02,7.19,6.19,Zoologist
8.34,9.24,6.68,5.24,7.46,6.2,5.51,1.46,6.94,5.22,UI/UX Designer
8.35,9.23,6.69,5.24,7.47,6.2,5.52,1.46,6.95,5.22,UI/UX Designer
8.33,9.24,6.68,5.23,7.46,6.19,5.51,1.45,6.94,5.23,UI/UX Designer
8.35,9.25,6.69,5.25,7.47,6.21,5.52,1.47,6.95,5.23,UI/UX Designer
8.33,9.23,6.67,5.23,7.45,6.19,5.5,1.45,6.93,5.21,UI/UX Designer
9.23,8.23,5.67,4.23,6.45,6.06,5.75,1.36,7.08,5.46,UI/UX Designer
9.24,8.22,5.68,4.22,6.46,6.05,5.76,1.35,7.09,5.45,UI/UX Designer
9.22,8.24,5.66,4.24,6.44,6.07,5.74,1.37,7.07,5.47,UI/UX Designer
9.24,8.24,5.68,4.24,6.46,6.07,5.76,1.37,7.09,5.47,UI/UX Designer
9.22,8.22,5.66,4.22,6.44,6.05,5.74,1.35,7.07,5.45,UI/UX Designer
9.23,8.23,5.67,4.23,6.45,8.73,4.95,6.06,7.84,6.23,UI/UX Designer
9.24,8.22,5.68,4.22,6.46,8.72,4.96,6.05,7.85,6.22,UI/UX Designer
9.22,8.23,5.66,4.23,6.44,8.73,4.94,6.06,7.83,6.24,UI/UX Designer
9.24,8.24,5.68,4.24,6.46,8.74,4.96,6.07,7.85,6.24,UI/UX Designer
9.22,8.22,5.66,4.22,6.44,8.72,4.94,6.05,7.83,6.22,UI/UX Designer
8.35,7.99,4.68,6.24,5.68,5.7,5.11,1.49,6.57,5.42,Transportation Planner
8.35,7.97,4.68,6.23,5.68,5.69,5.11,1.48,6.57,5.41,Transportation Planner
8.36,8,4.67,6.25,5.67,5.71,5.1,1.5,6.56,5.43,Transportation Planner
8.36,8,4.69,6.25,5.69,5.71,5.12,1.5,6.58,5.43,Transportation Planner
8.36,7.97,4.67,6.23,5.67,5.69,5.1,1.48,6.56,5.41,Transportation Planner
7.99,9.66,8.55,6.66,7.22,6.26,5.71,1.7,6.89,5.33,Teachnical Project Manager
7.99,9.65,8.55,6.65,7.22,6.25,5.71,1.69,6.89,5.32,Teachnical Project Manager
7.98,9.68,8.54,6.67,7.21,6.27,5.7,1.72,6.88,5.34,Teachnical Project Manager
7.97,9.68,8.56,6.67,7.23,6.27,5.72,1.72,6.9,5.34,Teachnical Project Manager
7.98,9.65,8.54,6.65,7.21,6.25,5.7,1.69,6.88,5.32,Teachnical Project Manager
6.98,8.65,7.54,5.65,6.21,5.55,5,1.6,6.09,4.62,Teachnical Project Manager
6.98,8.64,7.54,5.64,6.21,5.54,5,1.59,6.09,4.61,Teachnical Project Manager
6.97,8.66,7.53,5.66,6.2,5.56,4.99,1.61,6.08,4.63,Teachnical Project Manager
6.99,8.66,7.55,5.66,6.22,5.56,5.01,1.61,6.1,4.63,Teachnical Project Manager
6.97,8.64,7.53,5.64,6.2,5.54,4.99,1.59,6.08,4.61,Teachnical Project Manager
6.98,8.65,7.54,5.65,6.21,7.82,6.6,6.88,6.6,7.15,Teachnical Project Manager
6.98,8.64,7.54,5.64,6.21,7.81,6.6,6.87,6.6,7.14,Teachnical Project Manager
6.97,8.66,7.53,5.66,6.2,7.83,6.59,6.89,6.59,7.16,Teachnical Project Manager
6.99,8.66,7.55,5.66,6.22,7.83,6.61,6.89,6.61,7.16,Teachnical Project Manager
6.97,8.64,7.53,5.64,6.2,7.81,6.59,6.87,6.59,7.14,Teachnical Project Manager
7.46,8.57,6.68,10.13,5.24,5.67,5.07,1.86,6.3,5.76,Teachnical Project Manaher
7.46,8.56,6.68,10.12,5.24,5.66,5.07,1.85,6.3,5.75,Teachnical Project Manaher
7.45,8.57,6.67,10.13,5.23,5.67,5.06,1.86,6.29,5.76,Teachnical Project Manaher
7.46,8.57,6.68,10.13,5.24,5.67,5.07,1.86,6.3,5.76,Teachnical Project Manaher
7.45,8.56,6.67,10.12,5.23,5.66,5.06,1.85,6.29,5.75,Teachnical Project Manaher
6.45,7.56,5.67,9.12,4.23,7.01,7.4,4.95,5.34,8.34,Teacher
6.44,7.57,5.66,9.11,4.24,7,7.3,4.94,5.33,8.33,Teacher
6.45,7.55,5.66,9.11,4.22,7.02,7.5,4.94,5.33,8.35,Teacher
6.45,7.56,5.67,9.12,4.23,7.01,7.4,4.95,5.34,8.34,Teacher
6.44,7.55,5.66,9.11,4.22,7,7.3,4.94,5.33,8.33,Teacher
9.79,9.34,6.46,6.24,5.68,6.67,6.19,2.03,7.7,6.14,Game Tester
9.78,9.35,6.45,6.23,5.69,6.65,6.18,2.02,7.6,6.13,Game Tester
9.79,9.33,6.45,6.23,5.67,6.68,6.2,2.02,7.6,6.15,Game Tester
9.79,9.34,6.46,6.24,5.68,6.67,6.19,2.03,7.7,6.14,Game Tester
9.78,9.33,6.45,6.23,5.67,6.65,6.18,2.02,7.6,6.13,Game Tester
8.78,9.34,5.45,5.23,4.67,6.37,5.48,2.34,7.19,5.44,Game Tester
8.77,9.35,5.44,5.22,4.68,6.36,5.47,2.33,7.18,5.43,Game Tester
8.78,9.33,5.44,5.22,4.66,6.38,5.49,2.33,7.18,5.45,Game Tester
8.78,9.34,5.45,5.23,4.67,6.37,5.48,2.34,7.19,5.44,Game Tester
8.77,9.33,5.44,5.22,4.66,6.36,5.47,2.33,7.18,5.43,Game Tester
8.78,9.34,5.45,5.23,4.67,9.06,5.34,5.06,6.73,7.29,Game Tester
8.77,9.35,5.44,5.22,4.68,9.05,5.33,5.05,6.72,7.28,Game Tester
8.78,9.33,5.44,5.22,4.66,9.07,5.35,5.05,6.72,7.3,Game Tester
8.78,9.34,5.45,5.23,4.67,9.06,5.34,5.06,6.73,7.29,Game Tester
8.77,9.33,5.44,5.22,4.66,9.05,5.33,5.05,6.72,7.28,Game Tester
9.79,6.68,5.57,7.46,5.24,5.61,6.01,1.1,6.9,6.39,Graphic Designer
9.78,6.69,5.57,7.45,5.25,5.6,6,1,6.8,6.38,Graphic Designer
9.79,6.65,5.57,7.45,5.23,5.62,6.02,1,6.8,6.4,Graphic Designer
9.79,6.68,5.57,7.46,5.24,5.61,6.01,1.1,6.9,6.39,Graphic Designer
9.78,6.65,5.57,7.45,5.23,5.6,6,1,6.8,6.38,Graphic Designer
8.78,5.67,4.56,6.45,4.23,4.9,5.3,1,6.09,5.68,Graphic Designer
8.77,5.68,4.55,6.44,4.24,4.8,5.2,0.9,6.08,5.67,Graphic Designer
8.78,5.65,4.55,6.44,4.22,5,5.4,0.9,6.08,5.69,Graphic Designer
8.78,5.67,4.56,6.45,4.23,4.9,5.3,1,6.09,5.68,Graphic Designer
8.77,5.65,4.55,6.44,4.22,4.8,5.2,0.9,6.08,5.67,Graphic Designer
8.78,5.67,4.56,6.45,4.23,7.23,5.51,4.4,6.51,6.06,Graphic Designer
8.77,5.68,4.55,6.44,4.24,7.22,5.5,4.3,6.5,6.05,Graphic Designer
8.78,5.66,4.55,6.44,4.22,7.24,5.52,4.3,6.5,6.07,Graphic Designer
8.78,5.67,4.56,6.45,4.23,7.23,5.51,4.4,6.51,6.06,Graphic Designer
8.77,5.66,4.55,6.44,4.22,7.22,5.5,4.3,6.5,6.05,Graphic Designer
7.46,7.68,8.02,9.13,6.57,5.31,5.33,1.1,6.03,5.56,HR Recruiter
7.45,7.69,8.01,9.12,6.58,5.3,5.32,1,6.02,5.55,HR Recruiter
7.46,7.66,8.01,9.12,9.56,5.32,5.34,1,6.02,5.57,HR Recruiter
7.46,7.68,8.02,9.13,6.57,5.31,5.33,1.1,6.03,5.56,HR Recruiter
7.45,7.66,8.01,9.12,9.56,5.3,5.32,1,6.02,5.55,HR Recruiter
6.45,6.67,7.01,8.12,5.56,4.6,4.63,1,5.23,4.85,HR Recruiter
6.44,6.68,7,8.11,5.57,4.5,4.62,0.9,5.22,4.84,HR Recruiter
6.45,6.66,7,8.11,5.55,4.61,4.64,0.9,5.22,4.86,HR Recruiter
6.45,6.67,7.01,8.12,5.56,4.6,4.63,1,5.23,4.85,HR Recruiter
6.44,6.66,7,8.11,5.55,4.5,4.62,0.9,5.22,4.84,HR Recruiter
6.45,6.67,7.01,8.12,5.56,6.56,7.57,6.29,6.01,7.4,HR Recruiter
6.44,6.68,7,8.11,5.57,6.55,7.56,6.28,6,7.3,HR Recruiter
6.45,6.66,7,8.11,5.55,6.57,7.58,6.28,6,7.41,HR Recruiter
6.45,6.67,7.01,8.12,5.56,6.56,7.57,6.29,6.01,7.4,HR Recruiter
6.44,6.66,7,8.11,5.55,6.55,7.56,6.28,6,7.3,HR Recruiter
6.24,8.13,8.35,9.46,7.46,5.12,4.79,1.01,5.56,5.01,Human Resources Manager
6.23,8.14,8.34,9.45,7.47,5.11,4.78,1,5.55,5,Human Resources Manager
6.24,8.12,8.34,9.45,7.45,5.13,4.8,1,5.55,5.02,Human Resources Manager
6.24,8.13,8.35,9.46,7.46,5.12,4.79,1.01,5.56,5.01,Human Resources Manager
6.23,8.12,8.34,9.45,7.45,5.11,4.78,1,5.55,5,Human Resources Manager
5.23,7.12,7.34,8.45,6.45,4.42,4.08,0.91,4.75,4.31,Human Resources Manager
5.22,7.13,7.33,8.44,6.46,4.41,4.07,0.9,4.74,4.3,Human Resources Manager
5.23,7.11,7.33,8.44,6.44,4.43,4.09,0.9,4.74,4.31,Human Resources Manager
5.23,7.12,7.34,8.45,6.45,4.42,4.08,0.91,4.75,4.31,Human Resources Manager
5.22,7.11,7.33,8.44,6.44,4.41,4.07,0.9,4.74,4.3,Human Resources Manager
5.23,7.12,7.34,8.45,6.45,6.18,7.9,6.9,5.84,7.79,Human Resources Manager
5.22,7.13,7.33,8.44,6.46,6.17,7.8,6.8,5.83,7.78,Human Resources Manager
5.23,7.11,7.33,8.44,6.44,6.19,7.91,6.8,5.83,7.8,Human Resources Manager
5.23,7.12,7.34,8.45,6.45,6.18,7.9,6.9,5.84,7.79,Human Resources Manager
5.22,7.11,7.33,8.44,6.44,6.17,7.8,6.8,5.83,7.78,Human Resources Manager
8.57,8.02,5.68,7.1,7.35,5.78,5.42,1,6.69,5.71,Social Worker
8.56,8.03,5.67,7,7.36,5.76,5.41,0.9,6.68,5.7,Social Worker
8.57,8.01,5.67,7,7.35,5.79,5.43,0.9,6.68,5.72,Social Worker
8.57,8.02,5.68,7.1,7.35,5.78,5.42,1,6.69,5.71,Social Worker
8.56,8.01,5.67,7,7.35,5.76,5.41,0.9,6.68,5.7,Social Worker
7.56,7.01,4.67,9.23,6.34,5.07,4.71,0.9,5.88,5.63,Social Worker
7.55,7.02,4.66,9.22,6.35,5.06,4.7,0.8,5.87,5.62,Social Worker
7.56,7,4.66,9.22,6.33,5.08,4.72,0.8,5.87,5.63,Social Worker
7.56,7.01,4.67,9.23,6.34,5.07,4.71,0.9,5.88,5.63,Social Worker
7.55,7,4.66,9.22,6.33,5.06,4.7,0.8,5.87,5.62,Social Worker
7.56,7.01,4.67,9.23,6.34,7.29,6.95,5.51,6.95,8.12,Social Worker
7.55,7.02,4.66,9.22,6.35,7.28,6.94,5.5,6.94,8.11,Social Worker
7.56,7,4.66,9.22,6.33,7.3,6.96,5.5,6.94,8.13,Social Worker
7.56,7.01,4.67,9.23,6.34,7.29,6.95,5.51,6.95,8.12,Social Worker
7.55,7,4.66,9.22,6.33,7.28,6.94,5.5,6.94,8.11,Social Worker
9.87,9.11,5.02,6.24,4.11,6.61,5.94,2.41,7.67,6.18,Hydrologists
9.86,9.12,5.01,6.23,4.12,6.6,5.93,2.4,7.66,6.17,Hydrologists
9.87,9.1,5.01,6.23,4.1,6.62,5.95,2.4,7.66,6.19,Hydrologists
9.87,9.11,5.02,6.24,4.11,6.61,5.94,2.41,7.67,6.18,Hydrologists
9.86,9.1,5.01,6.23,4.1,6.6,5.93,2.4,7.66,6.17,Hydrologists
9.5,8.1,4.01,5.23,3.1,6.09,5.55,2.31,7.18,5.8,Hydrologists
9.4,8.11,4,5.22,3.11,6.08,5.54,2.3,7.17,5.7,Hydrologists
9.5,8,4,5.22,3,6.1,5.56,2.3,7.17,5.81,Hydrologists
9.5,8.1,4.01,5.23,3.1,6.09,5.55,2.31,7.18,5.8,Hydrologists
9.4,8,4,5.22,3,6.08,5.54,2.3,7.17,5.7,Hydrologists
9.5,8.1,4.01,5.23,3.1,8.8,4.62,3.56,6.3,6.67,Hydrologists
9.4,8.2,4,5.22,3.11,8.79,4.61,3.55,6.2,6.66,Hydrologists
9.5,8,4,5.22,3,8.81,4.63,3.55,6.2,6.68,Hydrologists
9.5,8.1,4.01,5.23,3.1,8.8,4.62,3.56,6.3,6.67,Hydrologists
9.4,8,4,5.22,3,8.79,4.61,3.55,6.2,6.66,Hydrologists
8.68,7.9,4.79,5.9,5.35,5.76,5.3,1.56,6.71,5.52,Industrial Designer
8.67,7.91,4.78,5.89,5.36,5.75,5.29,1.55,6.7,5.51,Industrial Designer
8.68,7.89,4.78,5.89,5.34,5.77,5.31,1.55,6.7,5.53,Industrial Designer
8.68,7.9,4.79,5.9,5.35,5.76,5.3,1.56,6.71,5.52,Industrial Designer
8.67,7.89,4.78,5.89,5.34,5.75,5.29,1.55,6.7,5.51,Industrial Designer
7.67,6.89,3.78,4.89,4.34,5.06,4.59,1.45,5.9,4.81,Industrial Designer
7.66,6.9,3.77,4.88,4.35,5.05,4.58,1.44,5.8,4.8,Industrial Designer
7.67,6.88,3.77,4.88,4.33,5.07,4.6,1.44,5.8,4.82,Industrial Designer
7.67,6.89,3.78,4.89,4.34,5.06,4.59,1.45,5.9,4.81,Industrial Designer
7.66,6.88,3.77,4.88,4.33,5.05,4.58,1.44,5.8,4.8,Industrial Designer
7.67,6.89,3.78,4.89,4.34,7.28,4.34,4.06,6.01,5.89,Industrial Designer
7.66,6.9,3.77,4.88,4.35,7.27,4.33,4.05,6,5.88,Industrial Designer
7.67,6.88,3.77,4.88,4.33,7.29,4.35,4.05,6,5.9,Industrial Designer
7.67,6.89,3.78,4.89,4.34,7.28,4.34,4.06,6.01,5.89,Industrial Designer
7.66,6.88,3.77,4.88,4.33,7.27,4.33,4.05,6,5.88,Industrial Designer
7.02,8.35,5.02,6.24,5.68,5.45,4.51,1.64,6.02,4.76,Industrial Designer
7.01,8.36,5.01,6.23,5.69,5.44,4.5,1.63,6.01,4.75,Industrial Designer
7.02,8.34,5.01,6.23,5.67,5.46,4.52,1.63,6.01,4.78,Industrial Designer
7.02,8.35,5.02,6.24,5.68,5.45,4.51,1.64,6.02,4.76,Industrial Designer
7.01,8.34,5.01,6.23,5.67,5.44,4.5,1.63,6.01,4.75,Industrial Designer
6.01,7.34,4.01,5.23,4.67,4.74,3.81,1.54,5.21,4.05,Industrial Designer
6,7.35,4,5.22,4.68,4.73,3.8,1.53,5.2,4.04,Industrial Designer
6.01,7.33,4,5.22,4.66,4.75,3.82,1.53,5.2,4.06,Industrial Designer
6.01,7.34,4.01,5.23,4.67,4.74,3.81,1.54,5.21,4.05,Industrial Designer
6,7.33,4,5.22,4.66,4.73,3.8,1.53,5.2,4.04,Industrial Designer
6.01,7.34,4.01,5.23,4.67,6.68,4.62,4.34,5.34,6.29,Industrial Designer
6,7.35,4,5.22,4.68,6.67,4.61,4.33,5.33,6.28,Industrial Designer
6.01,7.33,4,5.22,4.66,6.69,4.63,4.33,5.33,6.3,Industrial Designer
6.01,7.34,4.01,5.23,4.67,6.68,4.62,4.34,5.34,6.29,Industrial Designer
6,7.33,4,5.22,4.66,6.67,4.61,4.33,5.33,6.28,Industrial Designer
7.35,9.13,3.9,7.79,5.79,5.86,4.46,1.92,6.41,6.23,IT Support Specialist
7.34,9.14,3.89,7.78,5.8,5.85,4.45,1.91,6.4,6.22,IT Support Specialist
7.35,9.12,3.89,7.78,5.78,5.89,4.47,1.91,6.4,6.21,IT Support Specialist
7.35,9.13,3.9,7.79,5.79,5.86,4.46,1.92,6.41,6.23,IT Support Specialist
7.34,9.12,3.89,7.78,5.78,5.85,4.45,1.91,6.4,6.22,IT Support Specialist
6.34,8.12,2.89,6.78,4.78,5.15,3.75,1.81,5.61,4.53,IT Support Specialist
6.33,8.13,2.88,6.77,4.79,5.14,3.74,1.8,5.6,4.52,IT Support Specialist
6.34,8.11,2.88,6.77,4.77,5.16,3.76,1.8,5.6,4.54,IT Support Specialist
6.34,8.12,2.89,6.78,4.78,5.15,3.75,1.81,5.61,4.53,IT Support Specialist
6.33,8.11,2.88,6.77,4.77,5.14,3.74,1.8,5.6,4.52,IT Support Specialist
6.34,8.12,2.89,6.78,4.78,7.23,4.84,3.84,5.56,7.45,IT Support Specialist
6.33,8.13,2.88,6.77,4.79,7.22,4.83,3.83,5.55,7.44,IT Support Specialist
6.34,8.11,2.88,6.77,4.77,7.24,4.89,3.83,5.55,7.46,IT Support Specialist
6.34,8.12,2.89,6.78,4.78,7.23,4.84,3.84,5.56,7.45,IT Support Specialist
6.33,8.11,2.88,6.77,4.77,7.22,4.83,3.83,5.55,7.44,IT Support Specialist
9.79,8.35,6.24,7.46,7.02,6.28,6.14,1.23,7.4,6.39,Journalist
9.78,8.36,6.23,7.45,7.03,6.27,6.13,1.22,7.39,6.38,Journalist
9.79,8.34,6.23,7.45,7.01,6.29,6.15,1.22,7.39,6.4,Journalist
9.79,8.35,6.24,7.46,7.02,6.28,6.14,1.23,7.4,6.39,Journalist
9.78,8.34,6.23,7.45,7.01,6.27,6.13,1.22,7.39,6.38,Journalist
8.78,7.34,5.23,6.45,6.01,5.57,5.44,1.13,6.59,5.68,Journalist
8.77,7.35,5.22,6.44,6.02,5.56,5.43,1.12,6.58,5.67,Journalist
8.78,7.33,5.22,6.44,6,5.58,5.45,1.12,6.58,5.69,Journalist
8.78,7.34,5.23,6.45,6.01,5.57,5.44,1.13,6.59,5.68,Journalist
8.77,7.33,5.22,6.44,6,5.56,5.43,1.12,6.58,5.67,Journalist
8.78,7.34,5.23,6.45,6.01,8.06,5.84,5.62,7.4,6.9,Journalist
8.77,7.35,5.22,6.44,6.02,8.05,5.83,5.61,7.39,6.89,Journalist
8.78,7.33,5.22,6.44,6,8.07,5.85,5.61,7.39,6.91,Journalist
8.78,7.34,5.23,6.45,6.01,8.06,5.84,5.62,7.4,6.9,Journalist
8.77,7.33,5.22,6.44,6,8.05,5.83,5.61,7.39,6.89,Journalist
9.46,8.9,6.68,8.13,7.46,6.4,6.07,1.32,7.4,6.36,Lawyer
9.45,8.91,6.67,8.12,7.47,6.39,6.06,1.31,7.39,6.35,Lawyer
9.46,8.79,6.67,8.12,7.45,6.41,6.08,1.31,7.39,6.37,Lawyer
9.46,8.9,6.68,8.13,7.46,6.4,6.07,1.32,7.4,6.36,Lawyer
9.45,8.79,6.67,8.12,7.45,6.39,6.06,1.31,7.39,6.35,Lawyer
8.45,7.89,5.67,7.12,6.45,5.69,5.36,1.22,6.59,5.65,Lawyer
8.44,7.9,5.66,7.11,6.46,5.68,5.35,1.21,6.58,5.64,Lawyer
8.45,7.88,5.66,7.11,6.44,5.7,5.37,1.21,6.58,5.66,Lawyer
8.45,7.89,5.67,7.12,6.45,5.69,5.36,1.22,6.59,5.65,Lawyer
8.44,7.88,5.66,7.11,6.44,5.68,5.35,1.21,6.58,5.64,Lawyer
8.45,7.89,5.67,7.12,6.45,8.17,6.4,6.06,7.45,7.51,Lawyer
8.44,7.9,5.66,7.11,6.46,8.16,6.39,6.05,7.44,7.5,Lawyer
8.45,7.88,5.66,7.11,6.44,8.18,6.41,6.05,7.44,7.52,Lawyer
8.45,7.89,5.67,7.12,6.45,8.17,6.4,6.06,7.45,7.51,Lawyer
8.44,7.88,5.66,7.11,6.44,8.16,6.39,6.05,7.44,7.5,Lawyer
9.46,8.79,6.68,8.35,7.46,6.35,6.07,1.28,7.37,6.4,Market Research Analyst
9.45,8.8,6.67,8.34,7.47,6.34,6.06,1.27,7.36,6.39,Market Research Analyst
9.46,8.78,6.67,8.34,7.45,6.36,6.08,1.27,7.36,6.5,Market Research Analyst
9.46,8.79,6.68,8.35,7.46,6.35,6.07,1.28,7.37,6.4,Market Research Analyst
9.45,8.78,6.67,8.34,7.45,6.34,6.06,1.27,7.36,6.39,Market Research Analyst
8.45,7.78,5.67,7.34,6.45,5.65,5.36,1.18,6.56,5.69,Market Research Analyst
8.44,7.79,5.66,7.33,6.46,5.64,5.35,1.17,6.55,5.68,Market Research Analyst
8.45,7.77,5.66,7.33,6.44,5.66,5.37,1.17,6.55,5.7,Market Research Analyst
8.45,7.78,5.67,7.34,6.45,5.65,5.36,1.18,6.56,5.69,Market Research Analyst
8.44,7.77,5.66,7.33,6.44,5.64,5.35,1.17,6.55,5.68,Market Research Analyst
8.45,7.78,5.67,7.34,6.45,8.12,6.51,6.06,7.45,7.56,Market Research Analyst
8.44,7.79,5.66,7.33,6.46,8.11,6.5,6.05,7.44,7.55,Market Research Analyst
8.45,7.77,5.66,7.33,6.44,8.13,6.52,6.05,7.44,7.57,Market Research Analyst
8.45,7.78,5.67,7.34,6.45,8.12,6.51,6.06,7.45,7.56,Market Research Analyst
8.44,7.77,5.66,7.33,6.44,8.11,6.5,6.05,7.44,7.55,Market Research Analyst
7.46,8.24,9.13,8.46,6.79,5.53,5.56,1.26,6.2,5.42,Market Research Analyst
7.45,8.25,9.12,8.45,6.8,5.52,5.55,1.25,6.19,5.41,Market Research Analyst
7.46,8.23,9.12,8.45,6.78,5.54,5.57,1.25,6.19,5.43,Market Research Analyst
7.46,8.24,9.13,8.46,6.79,5.53,5.56,1.26,6.2,5.42,Market Research Analyst
7.45,8.23,9.12,8.45,6.78,5.52,5.55,1.25,6.19,5.41,Market Research Analyst
6.45,7.23,8.12,7.45,5.78,4.83,4.85,1.16,5.39,4.72,Market Research Analyst
6.44,7.24,8.11,7.44,5.79,4.82,4.84,1.15,5.38,4.71,Market Research Analyst
6.45,7.22,8.11,7.44,5.77,4.84,4.86,1.15,5.38,4.73,Market Research Analyst
6.45,7.23,8.12,7.45,5.78,4.83,4.85,1.16,5.39,4.72,Market Research Analyst
6.44,7.22,8.11,7.44,5.77,4.82,4.84,1.15,5.38,4.71,Market Research Analyst
6.45,7.23,8.12,7.45,5.78,6.84,7.79,6.95,6.12,7.34,Market Research Analyst
6.44,7.24,8.11,7.44,5.79,6.83,7.78,6.94,6.11,7.33,Market Research Analyst
6.45,7.22,8.11,7.44,5.77,6.85,7.8,6.94,6.11,7.35,Market Research Analyst
6.45,7.23,8.12,7.45,5.78,6.84,7.79,6.95,6.12,7.34,Market Research Analyst
6.44,7.22,8.11,7.44,5.77,6.83,7.78,6.94,6.11,7.33,Market Research Analyst
8.23,5.46,9.46,7.46,8.13,4.65,6.01,0.26,5.75,5.61,Musician
8.22,5.47,9.45,7.45,8.14,4.64,6,0.25,5.74,5.6,Musician
8.23,5.45,9.45,7.45,8.12,4.66,6.02,0.25,5.74,5.62,Musician
8.23,5.46,9.46,7.46,8.13,4.65,6.01,0.26,5.75,5.61,Musician
8.22,5.45,9.45,7.45,8.12,4.64,6,0.25,5.74,5.6,Musician
9.34,4.45,8.45,6.45,7.12,4.58,6.36,0.36,6.01,5.96,Musician
9.33,4.46,8.44,6.44,7.13,4.57,6.35,0.35,6,5.95,Musician
9.34,4.44,8.44,6.44,7.11,4.59,6.37,0.35,6,5.97,Musician
9.34,4.45,8.45,6.45,7.12,4.58,6.36,0.36,6.01,5.96,Musician
9.33,4.44,8.44,6.44,7.11,4.57,6.35,0.35,6,5.95,Musician
9.34,4.45,8.45,6.45,7.12,6.9,7.45,7.79,8.23,5.45,Musician
9.33,4.46,8.44,6.44,7.13,6.8,7.44,7.78,8.22,5.44,Musician
9.34,4.44,8.44,6.44,7.11,6.91,7.46,7.78,8.22,5.46,Musician
9.34,4.45,8.45,6.45,7.12,6.9,7.45,7.79,8.23,5.45,Musician
9.33,4.44,8.44,6.44,7.11,6.8,7.44,7.78,8.22,5.44,Musician
7.22,8.99,6.44,6.34,7.66,5.76,4.9,1.3,6.31,4.88,Pediatric Doctor
7.21,9,6.43,6.33,7.67,5.75,4.89,1.29,6.3,4.87,Pediatric Doctor
7.22,8.98,6.43,6.33,7.65,5.77,4.91,1.29,6.3,4.89,Pediatric Doctor
7.22,8.99,6.44,6.34,7.66,5.76,4.9,1.3,6.31,4.88,Pediatric Doctor
7.21,8.98,6.43,6.33,7.65,5.75,4.89,1.29,6.3,4.87,Pediatric Doctor
6.21,7.98,5.43,9.54,6.65,5.06,4.19,1.2,5.5,5.01,Pediatric Doctor
6.2,7.99,5.42,9.53,6.66,5.05,4.18,1.19,5.49,5,Pediatric Doctor
6.21,7.97,5.42,9.53,6.64,5.07,4.2,1.19,5.49,5.02,Pediatric Doctor
6.21,7.98,5.43,9.54,6.65,5.06,4.19,1.2,5.5,5.01,Pediatric Doctor
6.2,7.97,5.42,9.53,6.64,5.05,4.18,1.19,5.49,5,Pediatric Doctor
6.21,7.98,5.43,9.54,6.65,7.1,7.49,6.04,6.43,8.76,Pediatric Doctor
6.2,7.99,5.42,9.53,6.66,7.09,7.48,6.03,6.42,8.75,Pediatric Doctor
6.21,7.97,5.42,9.53,6.64,7.11,7.5,6.03,6.42,8.77,Pediatric Doctor
6.21,7.98,5.43,9.54,6.65,7.1,7.49,6.04,6.43,8.76,Pediatric Doctor
6.2,7.97,5.42,9.53,6.64,7.09,7.48,6.03,6.42,8.75,Pediatric Doctor
8.13,6.8,5.24,7.79,5.57,5.16,5.11,1.05,6.11,5.62,Pharmacist
8.12,6.81,5.23,7.78,5.58,5.15,5.1,1.04,6.1,5.61,Pharmacist
8.13,6.79,5.23,7.78,5.56,5.17,5.12,1.04,6.1,5.63,Pharmacist
8.13,6.8,5.24,7.79,5.57,5.16,5.11,1.05,6.11,5.62,Pharmacist
8.12,6.79,5.23,7.78,5.56,5.15,5.1,1.04,6.1,5.61,Pharmacist
7.12,9.45,4.23,6.78,4.56,5.92,4.41,2.41,6.4,4.92,Pharmacist
7.11,9.46,4.22,6.77,4.57,5.91,4.4,2.4,6.39,4.91,Pharmacist
7.12,9.44,4.22,6.77,4.55,5.93,4.42,2.4,6.39,4.93,Pharmacist
